HMG20A,HPCAL1
RBM7,HMG20A
SMAD4,HMG20A
EP300,KLF2
KLF2,WEE1
DLG1,CACNG2
CACNG2,DLG2
CACNG2,DLG3
CACNG2,DLG4
CACNG2,GRIA1
CACNG2,GRIA4
INADL,CACNG2
CACNG2,PRKACA
APEX1,CITED2
CITED2,CREBBP
EP300,CITED2
CITED2,LHX2
CITED2,LHX3
CITED2,TFAP2A
CITED2,TFAP2B
CITED2,TFAP2C
NRP1,SEMA3A
SEMA3A,SEMA3B
FYN,K-ALPHA-1
GRB2,K-ALPHA-1
K-ALPHA-1,GRM7
K-ALPHA-1,MYC
K-ALPHA-1,NFKBIA
K-ALPHA-1,PFDN5
PIK3R1,K-ALPHA-1
K-ALPHA-1,PTP4A1
K-ALPHA-1,PXN
K-ALPHA-1,SIAH1
K-ALPHA-1,SKI
SLC2A4,K-ALPHA-1
K-ALPHA-1,SNAP91
K-ALPHA-1,TUBG1
IFNA1,ISGF3G
ISGF3G,STAT1
ISGF3G,STAT2
BAT1,TUBB3
EEF1G,TUBB3
GRB2,TUBB3
MAP3K3,TUBB3
SLC2A4,TUBB3
TUBB3,STAU1
TUBB3,TF
ARHGEF7,TUBB4
BAT1,TUBB4
BMPR2,TUBB4
CHUK,TUBB4
EEF1G,TUBB4
IKBKB,TUBB4
IKBKE,TUBB4
IKBKG,TUBB4
TUBB4,INSM1
TUBB4,LAPTM4A
TUBB4,LIG1
MAP3K1,TUBB4
MAP3K14,TUBB4
MAP3K3,TUBB4
TUBB4,MAP3K7
TUBB4,MAP3K8
NFKB1,TUBB4
NFKB2,TUBB4
NFKBIA,TUBB4
NFKBIE,TUBB4
TUBB4,REL
RELA,TUBB4
RELB,TUBB4
TUBB4,RIPK1
TUBB4,RIPK2
TUBB4,ROBO1
STAU1,TUBB4
TF,TUBB4
TNFRSF1A,TUBB4
TNFRSF1B,TUBB4
TRADD,TUBB4
TRAF1,TUBB4
TRAF2,TUBB4
TUBB4,TRAF6
YWHAG,TUBB4
CRIPT,TUBB2C
DLEU1,TUBB2C
DLST,TUBB2C
DYNLL1,TUBB2C
GRB2,TUBB2C
TUBB2C,GRM1
TUBB2C,MAP1A
MAP3K10,TUBB2C
TUBB2C,MAP4
TUBB2C,MAPT
TUBB2C,MX1
TUBB2C,NPHP1
TUBB2C,PFDN4
TUBB2C,PLK1
PSME1,TUBB2C
TUBB2C,SDC3
SLC2A4,TUBB2C
TUBB2C,SOCS6
TUBB2C,TBCD
TUBB2C,TGM2
TUBG1,TUBB2C
VCL,TUBB2C
ACTA1,CORO2B
CORO2B,TSC22D1
VCL,CORO2B
MYLIP,MRLC2
MRLC2,PNKD
CASP1,CARD4
CARD4,CASP2
CARD4,CASP4
CASP8,CARD4
CARD4,CASP9
RIPK2,CARD4
CDC27,ANAPC10
ANAPC10,LRP1
SMAD2,ANAPC10
SMAD3,ANAPC10
ARL4D,NDRG1
NDRG1,PHYHIP
S100B,NDRG1
MYH9,MYL9
AR,GNB2L1
GNB2L1,CCNA1
CDKN1A,GNB2L1
GNB2L1,CSF2RB
GNB2L1,DNM1
GNB2L1,EPO
GNB2L1,EPOR
FYN,GNB2L1
GNB2L1,GABRB3
GNB2L1,GNB1
GNB2L1,GRAP2
GRIN2B,GNB2L1
GNB2L1,IFNAR1
GNB2L1,IFNAR2
IGF1R,GNB2L1
IKBKG,GNB2L1
GNB2L1,IL2RB
GNB2L1,IL4R
GNB2L1,ITGB1
ITGB2,GNB2L1
GNB2L1,ITGB4BP
ITGB5,GNB2L1
GNB2L1,ITGB7
JAK1,GNB2L1
LCK,GNB2L1
GNB2L1,NSMAF
GNB2L1,PDE4D
GNB2L1,PLCG1
GNB2L1,PLEC1
PRKCA,GNB2L1
GNB2L1,PRKCB1
PRKCD,GNB2L1
PRKCE,GNB2L1
PRKD1,GNB2L1
PTN,GNB2L1
GNB2L1,PTPRM
RASA1,GNB2L1
RB1,GNB2L1
GNB2L1,SLC25A6
SLC2A4,GNB2L1
GNB2L1,SLC6A3
SRC,GNB2L1
GNB2L1,ST7
STAT1,GNB2L1
GNB2L1,SYT1
TNFRSF1A,GNB2L1
TP73,GNB2L1
TUBB2C,GNB2L1
TYK2,GNB2L1
VCL,GNB2L1
AR,PIAS3
PIAS3,ATBF1
EP300,PIAS3
ESR1,PIAS3
ESR2,PIAS3
PIAS3,GFI1
HDAC1,PIAS3
PIAS3,HMGA2
PIAS3,MITF
PIAS3,OPN1LW
PGR,PIAS3
RELA,PIAS3
SMAD2,PIAS3
SMAD3,PIAS3
SMAD4,PIAS3
PIAS3,STAT3
KNTC2,MAD1L1
KNTC2,MAD2L1
KNTC2,NEK2
PSMC2,KNTC2
RB1,KNTC2
SMC1A,KNTC2
TOM1L1,KNTC2
SLC2A4,PGCP
PTN,WFDC2
RAP1A,RAPGEF3
AKT1,YAP1
ERBB4,YAP1
HNRPU,YAP1
YAP1,MPDZ
YAP1,NFE2
YAP1,RUNX1
RUNX2,YAP1
YAP1,SLC9A3R1
YAP1,SMAD7
YAP1,TEAD1
YAP1,TEAD2
YAP1,TEAD3
YAP1,TEAD4
YAP1,TP53BP2
TP73,YAP1
YAP1,YES1
YWHAG,YAP1
APP,SPON1
CAPN1,PRMT5
PRMT5,CLNS1A
PRMT5,CTDP1
PRMT5,FCP1
GRB2,PRMT5
PRMT5,HIST1H2AB
PRMT5,HIST1H3F
PRMT5,HIST2H4A
JAK1,PRMT5
JAK2,PRMT5
JAK3,PRMT5
PRMT5,MBP
PHYHIP,PRMT5
SNRPB,PRMT5
PRMT5,SNRPD1
PRMT5,SNRPD3
PRMT5,SSTR1
PRMT5,SUPT5H
TYK2,PRMT5
YWHAB,PRMT5
YWHAG,PRMT5
YWHAZ,PRMT5
CFL1,TESK2
YWHAB,TESK2
CD2,CD2BP2
DHX38,CD2BP2
DHX9,CD2BP2
FUS,CD2BP2
HNRPA1,CD2BP2
HNRPA2B1,CD2BP2
HNRPC,CD2BP2
HNRPD,CD2BP2
HNRPF,CD2BP2
HNRPH1,CD2BP2
HNRPH2,CD2BP2
HNRPK,CD2BP2
HNRPL,CD2BP2
HNRPM,CD2BP2
HNRPR,CD2BP2
HNRPU,CD2BP2
NFX1,CD2BP2
PCBP1,CD2BP2
PCBP2,CD2BP2
PTBP1,CD2BP2
RBM5,CD2BP2
SFRS1,CD2BP2
SFRS11,CD2BP2
SFRS2,CD2BP2
SFRS3,CD2BP2
SFRS4,CD2BP2
SFRS5,CD2BP2
SFRS6,CD2BP2
SFRS7,CD2BP2
SFRS9,CD2BP2
SMC1A,CD2BP2
SRRM1,CD2BP2
THOC4,CD2BP2
U2AF1,CD2BP2
YBX1,CD2BP2
DAZAP2,UBADC1
SLC2A4,CDIPT
TNFRSF1A,CDIPT
TNFRSF1B,CDIPT
SLC2A4,PGRMC2
BUB1,ARIH2
ARIH2,CBR3
DLST,ARIH2
EEF1A1,ARIH2
EEF1G,ARIH2
ARIH2,ENSA
IL4R,ARIH2
ARIH2,KCNQ2
ARIH2,PPP2R1A
PTN,ARIH2
ARIH2,RPL8
SCAMP2,ARIH2
ARIH2,SGCE
ARIH2,SLC1A6
TP53,ARIH2
ARIH2,UBE2L3
ARIH2,UGP2
AKAP9,TUBGCP3
PCNT,TUBGCP3
TUBG1,TUBGCP3
SLC2A4,SEC24B
CSNK2A1,CFDP1
EWSR1,CFDP1
SMAD3,CFDP1
BAT5,TMEM147
TIMM17B,TIMM23
EP300,RBM14
PARP1,RBM14
QKI,RBM14
RBM14,TARBP2
RBM14,XRCC5
ANXA2,LYPLA1
SLC2A4,LYPLA1
CDC42,CDC42EP2
CDC42EP2,Sep-07
ANXA3,EMG1
EMG1,CTSE
EMG1,HIVEP1
EMG1,HYAL3
PSMB7,EMG1
PSME1,EMG1
EXOSC10,C1D
NCOR1,C1D
NCOR2,C1D
C1D,PRKDC
C1D,THRB
TSNAX,C1D
HAP1,TIMM17A
TIMM23,TIMM17A
ACTL6A,MCRS1
DAXX,MCRS1
DVL2,MCRS1
FXR2,MCRS1
MCRS1,MAGEA11
MCRS1,NOL1
MCRS1,PBX2
MCRS1,PHC2
MCRS1,RUVBL1
MCRS1,TERT
MCRS1,TRIM37
VCL,LRRN5
SCP2,ACAA2
SLC2A4,ACAA2
ACAT2,CDX2
CDK2,CDX2
GAS7,PPIE
PPIE,MLL
PHYHIP,PPIE
EGFR,VAV3
GRB2,VAV3
IGF1R,VAV3
INSR,VAV3
VAV3,LCP2
PIK3R1,VAV3
PLCG1,VAV3
VAV3,RAC1
RHOA,VAV3
VAV3,RHOG
VAV3,ROS1
VAV3,SH3BP2
SHC1,VAV3
VAV3,ZYX
BIRC4,MAP3K7IP1
BMPR1A,MAP3K7IP1
CALM3,MAP3K7IP1
MAP3K7IP1,DNAJA1
MAP3K7IP1,DNAJC7
GRAP2,MAP3K7IP1
HSP90AA1,MAP3K7IP1
MAP3K7IP1,HSP90AB1
HSPA1B,MAP3K7IP1
HSPA4,MAP3K7IP1
HSPA5,MAP3K7IP1
MAP3K7IP1,HSPA6
HSPA7,MAP3K7IP1
HSPA8,MAP3K7IP1
HSPA9B,MAP3K7IP1
MAP3K7IP1,IRAK1
MAP3K7,MAP3K7IP1
MAP3K7IP1,MAPK11
MAP3K7IP1,MAPK14
MAP3K7IP1,NR2C2
PICALM,MAP3K7IP1
RUVBL1,MAP3K7IP1
SMAD6,MAP3K7IP1
SMAD7,MAP3K7IP1
TRAF2,MAP3K7IP1
TRAF6,MAP3K7IP1
TUBA2,MAP3K7IP1
TUBB4,MAP3K7IP1
YWHAG,MAP3K7IP1
SLC2A4,PECI
DGKD,HAX1
HAX1,EIF3S5
HCLS1,HAX1
HAX1,IL1A
MAP3K3,HAX1
HAX1,PKD2
RELA,HAX1
TNFRSF1A,HAX1
TNFRSF1B,HAX1
SMAD4,GPNMB
ABI1,BAIAP2
ATN1,BAIAP2
BAIAP2,BAI1
CDC42,BAIAP2
BAIAP2,DIAPH1
EPS8,BAIAP2
BAIAP2,LIN7A
PBX2,BAIAP2
RAC1,BAIAP2
WASF2,BAIAP2
YWHAG,BAIAP2
ADAM15,MAD2L2
MAD2L2,ADAM17
MAD2L2,ADAM9
MAD2L2,BAT2
MAD2L1,MAD2L2
MAD2L2,PRCC
MAD2L2,REV3L
AKAP9,TACC3
TACC3,GCN5L2
TTF2,TACC3
BMPR2,MERTK
MERTK,GAS6
GRB2,MERTK
ESR1,SLC30A9
PRPF18,PPIH
PPIH,PRPF4
MEFV,COG5
ACTL6A,ZNHIT1
ZNHIT1,CSNK2B
ZNHIT1,MORF4L2
RUVBL1,ZNHIT1
VPS72,ZNHIT1
ZNHIT1,YEATS4
BMP5,FST
FST,INHA
INHBA,FST
ARAF,TIMM44
SLC2A4,TIMM44
TIMM17A,TIMM44
TIMM23,TIMM44
MAP3K3,PFDN6
PFDN5,PFDN6
DNMT3A,ZNF238
ZNF238,DNMT3B
EIF3S1,TADA3L
EP300,TADA3L
ESR1,TADA3L
HSPA8,TADA3L
RARA,TADA3L
TADA3L,RFX1
RXRA,TADA3L
SAP18,TADA3L
TADA3L,TADA2L
TP53,TADA3L
TADA3L,USP5
TADA3L,XRCC6
TADA3L,ZNF7
RIPK1,TRIM38
ATP5F1,ATP5H
ATP5H,ATP5G1
ATP5H,ATP5I
ATP5H,ATP5J
ATP5H,ATP5J2
ATP5H,ATP6
ATP5H,ATP8
ACVR1,UBE2E3
CHUK,UBE2E3
NFKBIA,UBE2E3
UBE2E3,RNF5
UBE2E3,RNF8
SAE1,UBE2E3
TGFBR1,UBE2E3
PEX19,SLC25A17
CFTR,SLC9A6
EIF3S5,PCID1
EXOSC10,PCID1
LCK,PCID1
SLC2A4,PCID1
MEIS1,HOXB13
DDX48,NXF1
DHX9,NXF1
MAGOH,NXF1
NFX1,NXF1
NXF1,NUP153
NXF1,NUP214
NXF1,NUP98
NXF1,RAE1
SFRS1,NXF1
SFRS7,NXF1
SLBP,NXF1
SRRM1,NXF1
THOC4,NXF1
NXF1,TNPO1
U2AF1,NXF1
SEC24C,SEC23B
SEC23B,SEC24D
SLC2A4,SEC23B
APC,SEC23A
DCTN1,SEC23A
SEC24B,SEC23A
SEC24C,SEC23A
SLC2A4,SEC23A
CDK5,C1orf61
ACTG1,CAP2
ACTB,CAP1
CAP2,CAP1
CFL1,CAP1
MYOC,CAP1
CAP1,SERPINB8
SLC2A4,CAP1
TRAF3,CAP1
BNIP2,CREB3
CCR1,CREB3
CREB3,CEBPG
CREB3,DDIT3
EEF1A1,CREB3
CREB3,EMD
CREB3,HCFC1
CREB3,MALL
CREB3,NFIL3
CREB3,STX8
MYO9B,LRRC41
LRRC41,TCEB1
LRRC41,TCEB2
GOLGB1,VTI1B
STX7,VTI1B
STX8,VTI1B
TNK2,VTI1B
SLC2A4,CRTAP
CSDE1,SYNCRIP
SYNCRIP,EPRS
SYNCRIP,GAPDH
GRB2,SYNCRIP
SYNCRIP,HNRPAB
HNRPD,SYNCRIP
INSR,SYNCRIP
SYNCRIP,PCSK7
PTPN11,SYNCRIP
SMN1,SYNCRIP
SYT1,SYNCRIP
SYNCRIP,SYT4
SYNCRIP,SYT5
SYNCRIP,SYT7
SYNCRIP,VAV1
VCL,SYNCRIP
SLC2A4,VAT1
GOLGA2,STK25
YWHAZ,STK25
MAGEA11,COVA1
DOC2A,UNC13B
UNC13B,DOC2B
UNC13B,RPH3AL
SPTBN2,UNC13B
UNC13B,STX1A
UNC13B,STX1B1
UNC13B,STX2
CREBBP,CARM1
CARM1,ELAVL1
EP300,CARM1
CARM1,H3F3A
CARM1,H3F3B
CARM1,NCOA1
NCOA3,CARM1
RELA,CARM1
TP53,CARM1
ACTN2,NCOA2
NCOA2,AHR
AR,NCOA2
NCOA2,ARNT
CARM1,NCOA2
CCND3,NCOA2
CCNT1,NCOA2
CDK4,NCOA2
CREBBP,NCOA2
CTNNB1,NCOA2
DDX5,NCOA2
NCOA2,DLX2
NCOA2,DLX5
EP300,NCOA2
ESR1,NCOA2
NCOA2,ESRRB
NCOA2,HIF1A
NCOA2,HNF4A
NCOA2,JUN
NCOA2,KIF5A
NCOA2,KIF5B
NCOA2,KIF5C
MEF2C,NCOA2
NCOA1,NCOA2
NCOA3,NCOA2
NR3C1,NCOA2
NCOA2,NR4A1
OPN1LW,NCOA2
PIAS3,NCOA2
PPARG,NCOA2
NCOA2,PPFIA1
PRMT1,NCOA2
RARA,NCOA2
NCOA2,RORA
RXRA,NCOA2
SLC30A9,NCOA2
NCOA2,SMARCE1
SUMO1,NCOA2
THRB,NCOA2
NCOA2,TITF1
NCOA2,VDR
NCOA2,YWHAH
CDK2,CEBPA
CDK4,CEBPA
CDKN1A,CEBPA
CDKN3,CEBPA
DLG4,SEMA4F
SEMA4F,NRP2
CD72,SEMA4D
SEMA4D,PLXNB1
SEMA4D,PTPRC
PLXNB1,SEMA4B
CEBPB,ATF4
CEBPB,CAMK2A
CEBPB,CEBPA
CEBPB,RUNX1
RUNX2,CEBPB
NRP1,SEMA3C
NRP2,SEMA3C
APP,APPBP2
APPBP2,CNTFR
CREB3,APPBP2
APPBP2,MLLT3
APPBP2,NFYA
APPBP2,PCSK5
APPBP2,SLC22A6
AR,MYBBP1A
JUN,MYBBP1A
MAP3K14,MYBBP1A
MYBBP1A,MYB
NFKB2,MYBBP1A
PCNA,MYBBP1A
ATN1,FBLN5
FBLN5,GFI1B
FBLN5,LOXL1
FBLN5,LPA
FBLN5,SOD3
FBLN5,TOP3B
MYOD1,CIB2
EXOSC10,CIB1
FEZ1,CIB1
CIB1,IFI6
CIB1,ITGA2B
CIB1,ITGB3
CIB1,NBR1
CIB1,PAX3
CIB1,PLK3
PRKDC,CIB1
CIB1,PSEN1
CIB1,PSEN2
PTK2,CIB1
CIB1,RAC3
TERT,CIB1
CEBPA,CEBPD
CEBPB,CEBPD
DDX5,DDX17
ESR1,DDX17
DDX17,FBL
HDAC1,DDX17
NCOA1,DDX17
NCOA2,DDX17
NCOA3,DDX17
PCNA,DDX17
DDX17,SF1
DDX17,SNRP70
SORBS3,DDX17
TOP1,DDX17
YWHAG,DDX17
ACTG1,HTATIP
ACTL6A,HTATIP
HTATIP,APBB1
APP,HTATIP
AR,HTATIP
ARIH2,HTATIP
HTATIP,ATM
HTATIP,BARD1
BCL3,HTATIP
HTATIP,BMI1
CCNB1,HTATIP
HTATIP,CD82
CDC2,HTATIP
CDC42,HTATIP
HTATIP,CREB1
CREBBP,HTATIP
HTATIP,CSTF2
DLEU1,HTATIP
HTATIP,E2F1
HTATIP,EDNRA
HTATIP,EFNA1
EP300,HTATIP
HTATIP,ETV6
FAS,HTATIP
GAPDH,HTATIP
HTATIP,GSTO1
H3F3B,HTATIP
HAP1,HTATIP
HDAC1,HTATIP
HTATIP,HIST2H2AC
HIST2H4A,HTATIP
HTATIP,HNRPH3
HTATIP,IK
HTATIP,IL9R
HTATIP,KLK3
HTATIP,LMNA
LRP1,HTATIP
HTATIP,MAD2L1BP
HTATIP,MDM2
MYC,HTATIP
HTATIP,NDUFV2
NFKB1,HTATIP
HTATIP,PDCD5
HTATIP,PITX2
HTATIP,PLA2G4A
POLE2,HTATIP
HTATIP,PTPN4
HTATIP,PTPRS
HTATIP,RGL2
RUVBL1,HTATIP
HTATIP,SAT1
HTATIP,SNRPD2
STAT3,HTATIP
HTATIP,SYN1
HTATIP,TCF8
HTATIP,TELO2
HTATIP,TRRAP
VPS72,HTATIP
HTATIP,ZNF24
ZNHIT1,HTATIP
ATXN1,IPO8
KPNB1,IPO8
IPO8,RANGAP1
IPO8,SRP19
TNFRSF1A,IPO8
TNFRSF1B,IPO8
TRADD,IPO8
GRB2,IPO7
IPO7,H1F0
IKBKG,IPO7
KPNB1,IPO7
RAN,IPO7
IPO7,RPL23A
RPL5,IPO7
IPO7,RPS7
SRP19,IPO7
TNFRSF1B,IPO7
TRADD,IPO7
TRAF6,IPO7
BMPR2,NOL5A
NOL5A,RNU3
NOL5A,TCOF1
ACTB,NEBL
ACTN1,NEBL
ZYX,NEBL
CEBPD,CEBPE
ATG12,ATG7
CCNH,SSSCA1
SSSCA1,CCT3
FXR2,SSSCA1
SSSCA1,IL16
SLC2A4,LEPREL2
MAD2L1,UBD
TGFBR1,UBD
ATF4,BATF
CEBPG,BATF
DDIT3,BATF
BATF,FOS
BATF,HLF
BATF,IFI35
JUN,BATF
BATF,JUNB
BATF,JUND
NFIL3,BATF
SNAPC5,BATF
BATF,TEF
PLSCR1,TXNL2
TXNL2,PRKCQ
PRKCZ,TXNL2
CEBPG,ATF3
CEBPG,ATF4
CEBPB,CEBPG
CEBPG,CEBPD
BICD1,DCTN2
DCTN1,DCTN2
DCTN2,GADD45A
GNAO1,DCTN2
DCTN2,RPGR
SLC2A4,DCTN2
DCTN2,ZW10
CDH1,ANP32B
ELAVL1,ANP32B
EEF1A1,HBXIP
GAPDH,HBXIP
HBXIP,RABIF
ZBTB16,HBXIP
EPB49,PROCR
PROCR,PROC
PRDX1,PRDX4
SLC2A4,PRDX4
TTF2,PRDX4
CCR5,ARL6IP5
EEF1A1,ARL6IP5
ARL6IP5,SLC1A1
SLC2A4,ARL6IP5
CRMP1,AGR2
POM121,AGR2
GRB2,ARPC1A
SLC2A4,ARPC1A
POP7,RPP30
POP7,RPP38
RMRP,RPP38
RPP30,RPP38
SPTLC2,SPTLC1
C3,OLFM4
BLR1,CXCL13
CXCL13,CCR10
CXCL13,CXCR3
EEF1G,CXCL13
CXCL13,FGF2
PRKAR1A,ARFGEF2
PRKAR2A,ARFGEF2
ARFGEF2,ARFGEF1
ARFGEF1,FKBP2
MYO9B,ARFGEF1
AKAP4,AKAP3
PRKAR2A,AKAP3
FXR2,RABAC1
RABAC1,GDI1
HRAS,RABAC1
RABAC1,RAB1A
RAB33A,RABAC1
RABAC1,RAB3A
RAB4A,RABAC1
RABAC1,RAB5A
RABAC1,RAB5C
RAB6A,RABAC1
RABAC1,RAB7
RAP1A,RABAC1
RHOA,RABAC1
RABAC1,RIMS2
TUBB2A,RABAC1
RABAC1,VAMP2
VIM,RABAC1
SH3GL3,DPYSL4
EEF1A1,SMA3
SETDB1,SMA3
TP53,SMA3
UNC119,SMA3
ABL2,SIVA
BCL2L1,SIVA
SIVA,TNFRSF4
SIVA,TNFRSF7
TUBB4,MRPL28
ATP5C1,CCT7
CCT3,CCT7
CRMP1,CCT7
EEF1G,CCT7
HTATIP,CCT7
MAP3K3,CCT7
SLC2A4,CCT7
SSSCA1,CCT7
CCT7,TCP1
ACTA1,CCT4
CCT4,ACTA2
ACTB,CCT4
CCNE1,CCT4
CCT3,CCT4
MAP3K1,CCT4
MAP3K3,CCT4
RELA,CCT4
SLC2A4,CCT4
ACTB,CCT2
CCT3,CCT2
MAP3K3,CCT2
SLC2A4,CCT2
YWHAG,CCT2
CREBBP,TACC2
EP300,TACC2
GCN5L2,TACC2
HMG20B,TACC2
TACC2,PCAF
RXRB,TACC2
TACC2,SMARCB1
TACC2,TTK
YEATS4,TACC2
PARP1,CENPA
ABL1,SORBS1
CBL,SORBS1
SORBS1,EFNB1
FLOT1,SORBS1
SORBS1,INPPL1
INSM1,SORBS1
INSR,SORBS1
SORBS1,MLLT4
PTK2,SORBS1
VCL,SORBS1
BCAS2,TXNRD2
PSMC3,TXNRD2
CDKN2C,DRAP1
DRAP1,DR1
FEZ1,DRAP1
DRAP1,FOXH1
DRAP1,IRF1
NFYB,DRAP1
DRAP1,PIK3R3
DRAP1,TAF9
TBP,DRAP1
TCF8,DRAP1
DRAP1,TK1
TTF2,DRAP1
PARP1,CENPB
SNAP23,SCGN
IKBKG,SMC2
SMC2,LIG4
NCAPD2,SMC2
SMC4,SMC2
DDX23,PRPF8
DHX9,PRPF8
EFTUD2,PRPF8
NFKB2,PRPF8
PRPF8,NHP2L1
TOP1,PRPF8
PRPF8,WDR57
ENO1,SEDLP
ZBED1,SEDLP
HSP90AA1,AHSA1
CDC2,USP16
EXOSC10,USP16
CDC42,CDC42EP3
CDC42EP3,UMPS
AKT1,SH2B2
BTK,SH2B2
CBL,SH2B2
EPOR,SH2B2
FYN,SH2B2
GRB2,SH2B2
INSR,SH2B2
JAK1,SH2B2
JAK2,SH2B2
JAK3,SH2B2
KIT,SH2B2
SH2B2,LYN
SH2B2,NTRK1
SH2B2,NTRK2
SHC1,SH2B2
SORBS1,SH2B2
SH2B2,SYK
EIF4A1,PAIP1
PAIP1,PABPC3
CHD3,PAICS
FXR2,PAICS
SLC2A4,PAICS
STAU1,PAICS
APPBP2,TBL3
TBL3,AURKB
TBL3,CACNB4
SFN,TBL3
USP11,TBL3
MAX,MXD4
MXD4,MLX
SHBG,MXD4
SLC2A4,SC65
ACTB,PDLIM5
ACTN1,PDLIM5
PDLIM5,CACNA1B
GFI1B,PDLIM5
PRKCB1,PDLIM5
PRKCE,PDLIM5
PRKCG,PDLIM5
SLC2A4,PDLIM5
ACTN4,TRIM3
TRIM3,HIP2
TRIM3,MYO5A
TRAF6,SPFH1
CCNT1,HEXIM1
CCNT2,HEXIM1
CDK9,HEXIM1
RELA,HEXIM1
ADAM15,SPAG5
ATN1,SPAG5
CDC2,SPAG5
SPAG5,ODF1
CREBBP,RBCK1
BMPR1B,STAMBP
EPS15,STAMBP
GRAP2,STAMBP
STAMBP,RECQL5
SMAD2,STAMBP
SMAD6,STAMBP
SMAD7,STAMBP
STAMBP,STAM
STAM2,STAMBP
STAMBP,UBA52
UBC,STAMBP
AP1M1,TGOLN2
AP1M2,TGOLN2
AP2M1,TGOLN2
TGOLN2,AP4M1
ITGB1,TGOLN2
BUB1B,CENPE
RB1,ARID3B
BRF1,POLR3F
POLR3F,GTF3C4
HTATIP,POLR3F
POLR3F,POLR2E
POLR3F,POLR2F
POLR3F,POLR2H
POLR3F,POLR2K
POLR3F,POLR2L
POLR3F,POLR3D
POLR3F,PRPF4B
POLR3F,STC2
TBP,POLR3F
POLR3F,POLR3G
GTF3C4,POLR3C
POLR3F,POLR3C
CHD3,IVNS1ABP
IVNS1ABP,PFN2
IVNS1ABP,SFRS10
SYNCRIP,IVNS1ABP
VIM,IVNS1ABP
SETDB1,TRIM16
CDC42BPA,MRCL3
CHUK,MRCL3
GRB2,MRCL3
IKBKE,MRCL3
IKBKG,MRCL3
LCK,MRCL3
MAP3K3,MRCL3
NFKB1,MRCL3
TNFRSF1A,MRCL3
HDAC1,TXNIP
KPNA2,TXNIP
TXNIP,SCEL
SLC2A4,TXNIP
TXNIP,TXN
TXNIP,TXNRD1
ZBTB16,TXNIP
STX11,TAF6L
TAF9,TAF6L
CENPE,CENPF
TOM1L1,PDPN
ATP5F1,ATP5L
ATP5G1,ATP5L
ATP5H,ATP5L
ATP5I,ATP5L
ATP5J,ATP5L
ATP5J2,ATP5L
ATP6,ATP5L
ATP8,ATP5L
E2F1,GAS2L1
GAS2L1,E2F4
RAD51,RAD51AP1
GNAI1,RGS14
GNAI2,RGS14
GNAI3,RGS14
GNAO1,RGS14
PRKACA,RGS14
RAP1A,RGS14
RGS14,RAP2A
TRAF2,RGS14
ARF6,EXOC5
PRKCG,EXOC5
EXOC5,RALA
SLC2A4,IGF2BP2
CALM1,CAMKK2
CAMK1,CAMKK2
CAMKK2,CAMK4
CAMKK2,SGK
SLC2A4,YKT6
VDP,YKT6
HGFAC,SPINT2
SPINT2,ITIH2
SPINT2,ITIH3
HNRPK,KHDRBS3
PRMT1,KHDRBS3
PSMF1,KHDRBS3
RBM7,KHDRBS3
KHDRBS3,RBMY1A1
KHDRBS3,RUTBC1
SFRS9,KHDRBS3
SIAH1,KHDRBS3
BTK,KHDRBS1
CBL,KHDRBS1
CDC2,KHDRBS1
CREBBP,KHDRBS1
KHDRBS1,CRK
DHX9,KHDRBS1
EMG1,KHDRBS1
FYN,KHDRBS1
GRAP2,KHDRBS1
GRB2,KHDRBS1
KHDRBS1,HCK
HNRPK,KHDRBS1
INSR,KHDRBS1
KHDRBS1,ITK
JAK3,KHDRBS1
KHDRBS3,KHDRBS1
LCK,KHDRBS1
LYN,KHDRBS1
MAPK1,KHDRBS1
NCF1C,KHDRBS1
NCK1,KHDRBS1
PIK3R1,KHDRBS1
PLCG1,KHDRBS1
KHDRBS1,PLCG2
PRMT1,KHDRBS1
KHDRBS1,PTK6
PTPN6,KHDRBS1
KHDRBS1,RAPSN
RASA1,KHDRBS1
SRC,KHDRBS1
STAT3,KHDRBS1
STUB1,KHDRBS1
TUBB3,KHDRBS1
TUBB4,KHDRBS1
UBA52,KHDRBS1
CUGBP1,DMPK
CUGBP1,FUBP1
PPBP,CUGBP1
TOM1L1,CUGBP1
APOBEC1,CUGBP2
PCBP1,CUGBP2
BMPR2,CES1
CSNK2A1,KLF1
CSNK2A2,KLF1
KLF1,FLI1
PRKACA,KLF1
SMARCB1,KLF1
KLF1,SMARCC1
EIF2S3,CTCF
CTCF,HMGB1
POLR2A,CTCF
SMAD3,CTCF
SMAD4,CTCF
THRB,CTCF
YBX1,CTCF
FYN,CD226
ITGB2,CD226
PVR,CD226
CD226,PVRL2
SLC2A4,DCTN6
AKAP3,GNA13
ARHGEF1,GNA13
GNA13,ARHGEF11
CDH1,GNA13
CDH2,GNA13
CTNNB1,GNA13
GNA13,CXCR4
GNA13,DRD5
GNA13,EDG3
GNA13,EDG5
GNA13,EDG6
GNA13,EDNRB
GNA13,F2R
GNA13,GNA12
GNA13,GPR17
MCF2,GNA13
GNA13,MTNR1A
GNA13,PPP5C
PRKACA,GNA13
PRKCB1,GNA13
PRKCD,GNA13
PRKCE,GNA13
PTK2B,GNA13
GNA13,RDX
GNA13,RGS16
SLC2A4,GNA13
GNA13,TBXA2R
TGFBR1,GNA13
GNA13,TSHR
TNFRSF17,TNFSF13B
TNFSF13B,TNFSF13
