SOCS1,IFNGR1
IGF1R,SOCS1
IL2RB,SOCS1
INSR,SOCS1
SOCS1,IRS1
ITK,SOCS1
JAK1,SOCS1
JAK2,SOCS1
JAK3,SOCS1
KIT,SOCS1
SOCS1,MPL
NCK1,SOCS1
SOCS1,PDGFRB
PIK3R1,SOCS1
PIK3R2,SOCS1
TCEB1,SOCS1
TCEB2,SOCS1
TEC,SOCS1
SOCS1,TEK
VAV1,SOCS1
SOCS1,VAV2
SHBG,DDX3Y
CASP3,PDE5A
PRKG1,PDE5A
DYNLL1,ACTB
DYNLL1,ACTC1
DYNLL1,ACTG1
DYNLL1,ALDOA
DYNLL1,BCAS1
DYNLL1,CA2
DYNLL1,CACNB1
DYNLL1,CS
DYNLL1,CYLN2
DYNLL1,DLG4
DYNLL1,DNAJB9
DNM2,DYNLL1
DYNLL1,DNMT1
DYNLL1,DYNC1H1
DYNLL1,DYNC1I1
DYNLL1,EEF1A1
DYNLL1,GAPDH
DYNLL1,GLUD1
DYNLL1,GLUL
GRB2,DYNLL1
HSPA8,DYNLL1
DYNLL1,LDHA
DYNLL1,MAP1B
DYNLL1,MARK3
DYNLL1,ME2
DYNLL1,MTR
DYNLL1,MYO10
DYNLL1,MYO5A
DYNLL1,NFKBIA
DYNLL1,NOS1
DYNLL1,NRF1
DYNLL1,NTRK1
DYNLL1,NTRK2
DYNLL1,NTRK3
DYNLL1,PFKM
DYNLL1,PFKP
DYNLL1,PKIA
DYNLL1,PKIB
DYNLL1,POLH
DYNLL1,RAB4A
DYNLL1,RGS2
DYNLL1,SLC25A10
SLC2A4,DYNLL1
TUBA2,DYNLL1
DYNLL1,VIM
DYNLL1,ZNF354A
TNKS,IL1RN
TNKS,LNPEP
MCL1,TNKS
NUMA1,TNKS
TERF1,TNKS
IRS2,ATP2A1
ATP2A2,IRS2
BCL2L1,IRS2
CRK,IRS2
EPOR,IRS2
FES,IRS2
GRB2,IRS2
IGF1R,IRS2
IL4R,IRS2
INSR,IRS2
JAK1,IRS2
JAK2,IRS2
JAK3,IRS2
MPL,IRS2
NTRK1,IRS2
PIK3CA,IRS2
PIK3CD,IRS2
PIK3R1,IRS2
PIK3R2,IRS2
PIK3R3,IRS2
PLCG1,IRS2
PTPN11,IRS2
PTPN6,IRS2
PTPRF,IRS2
SHC1,IRS2
SOCS1,IRS2
TYK2,IRS2
UBTF,IRS2
YWHAB,IRS2
YWHAE,IRS2
YWHAG,IRS2
YWHAZ,IRS2
EIF3S6,EIF3S10
EIF4B,EIF3S10
EIF4G2,EIF3S10
EIF3S10,KRT7
SLC2A4,EIF3S10
EIF3S10,EIF3S9
EIF3S6,EIF3S9
IL2RB,EIF3S9
LCK,EIF3S9
EIF1AX,EIF3S8
EIF3S10,EIF3S8
EIF3S6,EIF3S8
EIF3S8,EIF3S9
LCK,EIF3S8
SMAD9,EIF3S8
EIF3S7,EIF3S10
EIF3S6,EIF3S7
EIF3S7,EIF3S8
EIF3S7,EIF3S9
EIF5,EIF3S7
LCK,EIF3S7
EIF3S5,DKC1
EEF1A1,EIF3S5
EIF3S5,EIF3S10
EIF3S5,EIF3S6
EIF3S5,EIF3S7
EIF3S5,EIF3S8
EIF3S5,EIF3S9
PTN,EIF3S5
SHBG,EIF3S5
SLC2A4,EIF3S5
SMAD9,EIF3S5
VCL,EIF3S5
EIF3S4,EIF3S10
EIF3S4,EIF3S5
EIF3S4,EIF3S6
EIF3S4,EIF3S7
EIF3S4,EIF3S8
EIF3S4,EIF3S9
EIF3S4,EIF5
EIF3S4,EPB41
EIF3S3,EIF3S10
EIF3S4,EIF3S3
EIF3S5,EIF3S3
EIF3S6,EIF3S3
EIF3S3,EIF3S7
EIF3S3,EIF3S8
EIF3S3,EIF3S9
HSP90AB1,EIF3S3
EIF3S2,EIF3S10
EIF3S3,EIF3S2
EIF3S4,EIF3S2
EIF3S5,EIF3S2
EIF3S6,EIF3S2
EIF3S2,EIF3S7
EIF3S2,EIF3S8
EIF3S2,EIF3S9
ESR1,EIF3S2
LCK,EIF3S2
TGFB1,EIF3S2
TGFBR2,EIF3S2
CASP3,EIF3S1
EIF3S1,EIF3S10
EIF3S1,EIF3S2
EIF3S1,EIF3S3
EIF3S4,EIF3S1
EIF3S5,EIF3S1
EIF3S1,EIF3S6
EIF3S1,EIF3S7
EIF3S1,EIF3S8
EIF3S1,EIF3S9
SIAH1,EIF3S1
EIF3S1,TPD52L1
ABL1,CBL
AXL,CBL
CBL,BLK
BTK,CBL
CBL,CAPN1
CBL,STS
CA2,SLC4A4
CA4,SLC4A4
PRKACA,SLC4A4
CAMK1,EIF4G3
EIF3S1,EIF4G3
EIF4G3,EIF3S10
EIF4A1,EIF4G3
EIF4B,EIF4G3
EIF4E,EIF4G3
EIF4G3,MKNK1
NCBP1,EIF4G3
PNN,VAMP8
SNAP25,VAMP8
STX1A,VAMP8
STX1B1,VAMP8
STX3,VAMP8
STX4,VAMP8
STX7,VAMP8
VAMP2,VAMP8
VAMP4,CSNK2A1
VAMP4,STX4
SLC2A4,STX16
STX16,VAMP4
PSMA3,STX11
PSMC3,STX11
STX11,SNAP25
VAMP2,STX11
BCL2,BECN1
BCL2L1,BECN1
GFI1B,BECN1
XPO1,BECN1
SHBG,PLA2G4B
ABCD4,PEA15
AKT1,PEA15
CAMK2G,PEA15
CASP8,PEA15
L1CAM,PEA15
MAPK1,PEA15
MAPK3,PEA15
PEA15,PLD1
PEA15,PLD2
PRKCA,PEA15
PEA15,RPS6KA3
SFRS9,C1QBP
DHX9,SFRS9
SFRS9,DUSP11
FUS,SFRS9
HNRPA1,SFRS9
HNRPA2B1,SFRS9
HNRPC,SFRS9
HNRPD,SFRS9
HNRPF,SFRS9
HNRPH1,SFRS9
HNRPH2,SFRS9
HNRPK,SFRS9
HNRPL,SFRS9
HNRPM,SFRS9
HNRPU,SFRS9
NFX1,SFRS9
SFRS9,PABPN1
PCBP1,SFRS9
PCBP2,SFRS9
PTBP1,SFRS9
SFRS9,RBMY1A1
SFRS9,SAFB
SFRS1,SFRS9
SFRS9,SFRS10
SFRS2,SFRS9
SFRS3,SFRS9
SFRS4,SFRS9
SFRS5,SFRS9
SFRS6,SFRS9
SFRS7,SFRS9
SFRS9,SMC1A
SFRS9,U2AF1
SFRS9,YBX1
MST1R,HYAL2
SELPLG,GALNT4
EDG6,GNA12
GNAI1,EDG6
SAT1,B4GALT3
B4GALT3,SURF2
PLCG1,TNK1
NOL4,CTBP2
NOL4,MAGEA11
PRMT1,NOL4
TRADD,ACTG1
TRADD,ATP1A1
TRADD,ATP2A2
TRADD,BIRC2
TRADD,C1QBP
TRADD,CAD
CALM3,TRADD
CASP8,TRADD
TRADD,CAV1
CLTC,TRADD
TRADD,DAPK1
TRADD,DNAJA1
TRADD,EEF1A2
TRADD,FAS
TRADD,HSP90AA1
TRADD,HSP90AB1
HSPA1B,TRADD
HSPA7,TRADD
HSPA8,TRADD
TRADD,KPNB1
TRADD,KRT14
TRADD,KRT18
TRADD,LGALS3BP
NAP1L1,TRADD
TRADD,NGFR
PICALM,TRADD
TRADD,PRKDC
TRADD,RCN2
TRADD,RPS16
TRADD,RPS3
TRADD,SLC25A3
TRADD,SLC25A5
TRADD,SLC25A6
TRADD,STAT1
TRADD,TNF
TRADD,TNFRSF1A
TRADD,TRAF1
TRADD,TRAF2
TRADD,TRAF3
TRADD,TUBA2
TRADD,UBC
TRADD,VIM
MAPK1,TNFRSF25
TNFRSF1A,TNFRSF25
TRADD,TNFRSF25
TRAF2,TNFRSF25
BDNF,MBTPS1
CANX,MBTPS1
CREBL1,MBTPS1
SREBF2,MBTPS1
EDF1,ATF1
EDF1,ATF2
EDF1,CALM1
EDF1,CALM2
CALM3,EDF1
EDF1,CREB1
EDF1,FOS
EDF1,JUN
EDF1,NR5A1
EDF1,NR5A2
EDF1,PPARG
EDF1,PRKCA
EDF1,RXRA
EDF1,TAF1
EDF1,TBP
CD74,CTSF
BIN1,SNX4
EGFR,SNX4
INSR,SNX4
LEPR,SNX4
PDGFRA,SNX4
PDGFRB,SNX4
SNX2,SNX4
STX11,SNX3
C19orf2,GTF2F2
C19orf2,MAP3K3
C19orf2,PFDN2
C19orf2,POLR2E
PSMC6,C19orf2
C19orf2,RUVBL1
UXT,C19orf2
EED,ANXA5
EED,EZH1
EZH2,EED
HDAC1,EED
HDAC2,EED
ITGA4,EED
EED,ITGAE
ITGB7,EED
PPP1R8,EED
YY1,EED
NEK1,CTNNAL1
ADAM19,A2M
ADAM19,COPB1
ADAM19,FURIN
ADAM19,NRG1
ADAM19,PTPN3
ADAM19,TNFSF11
UBC,ADAM19
ARF6,GBF1
TNFRSF1B,GBF1
VDP,GBF1
YWHAG,GBF1
KPNA2,RNMT
SUPT5H,RNMT
RNMT,RNGTT
SUPT5H,RNGTT
GPAA1,EIF3S6
GPAA1,GRIK5
GPAA1,PIN1
MYH9,MYOM1
TTN,MYOM1
ACTG1,RIPK1
RIPK1,CAD
CASP8,RIPK1
RIPK1,DNAJA1
EGFR,RIPK1
FAS,RIPK1
HSP90AA1,RIPK1
RIPK1,HSP90AB1
HSPA1B,RIPK1
HSPA5,RIPK1
HSPA7,RIPK1
HSPA8,RIPK1
HSPA9B,RIPK1
IKBKG,RIPK1
MAP3K3,RIPK1
PTK2,RIPK1
RIPK1,RCN2
RIPK1,SLC25A5
RIPK1,TNF
TNFAIP3,RIPK1
TNFRSF1A,RIPK1
TRADD,RIPK1
TRAF1,RIPK1
TRAF2,RIPK1
TRAF3,RIPK1
RIPK1,TRAF5
TUBA2,RIPK1
RIPK1,ZFAND5
CASP2,CRADD
CASP8,CRADD
EEF1A1,CRADD
RIPK1,CRADD
BAD,HRK
BCL2,HRK
BCL2A1,HRK
BCL2L1,HRK
BCL2L2,HRK
BNC1,HRK
C1QBP,HRK
LTB,TNFSF14
LTBR,TNFSF14
FAS,TNFSF13
TNFSF13,FURIN
TNFSF13,SDC2
TNFSF13,TNFRSF11B
TNFRSF17,TNFSF13
TNFRSF1A,TNFSF13
XPO1,TNFSF13
TNFSF12,TNFRSF25
TNFSF10,ACP5
TNFSF10,CASP10
CASP8,TNFSF10
TNFSF10,CREBBP
TNFSF10,HDAC1
TNFSF10,HDAC2
TNFSF10,HIST3H3
TNFSF10,SP1
TNFSF10,SP3
TNFSF10,TNFRSF11B
TNFRSF9,TNFSF9
TRAF1,TNFSF9
TRAF2,TNFSF9
PRNP,ADAM23
YWHAZ,ADAM23
ABL1,ADAM15
FYN,ADAM15
GRB2,ADAM15
ADAM15,HCK
LCK,ADAM15
ADAM15,PTPN3
SH3GL2,ADAM15
SRC,ADAM15
PRKCD,ADAM9
SH3GL2,ADAM9
ADAM9,TNF
EEF1A1,PABPC4
GDF9,PABPC4
SLC2A4,PABPC4
CHD3,TNFRSF14
ESR1,TNFRSF14
TNFRSF14,LTA
NRIP1,TNFRSF14
TNFSF13,TNFRSF14
TNFRSF14,TNFSF14
TRAF1,TNFRSF14
TRAF2,TNFRSF14
TRAF3,TNFRSF14
TRAF5,TNFRSF14
VIM,TNFRSF14
RAB11A,GDI2
MYO5B,RAB11A
PSEN1,RAB11A
PSEN2,RAB11A
RAB3IL1,RAB11A
RAB11A,RABGGTB
STX4,RAB11A
TBXA2R,RAB11A
ACTG1,RIPK2
RIPK2,BIRC2
CALM3,RIPK2
CASP1,RIPK2
CASP8,RIPK2
RIPK2,CD40
RIPK2,COP
RIPK2,ENO1
RIPK2,GAPDH
RIPK2,HADHB
HSP90AA1,RIPK2
HSPA1B,RIPK2
RIPK2,HSPA2
RIPK2,HSPA6
HSPA7,RIPK2
HSPA8,RIPK2
IKBKG,RIPK2
RIPK2,IRAK1
MYH10,RIPK2
RIPK2,MYH9
RIPK2,MYO1D
RIPK2,NGFR
PICALM,RIPK2
SMAD4,RIPK2
TLR2,RIPK2
RIPK2,TLR4
TNFRSF1A,RIPK2
TRAF1,RIPK2
TRAF2,RIPK2
RIPK2,TRAF5
RIPK2,TRAF6
TUBA2,RIPK2
UBE2I,RIPK2
VIM,RIPK2
FASLG,TNFRSF6B
TNFSF14,TNFRSF6B
FADD,ABCA1
FADD,CASP10
CASP8,FADD
FADD,DAP3
FADD,DAPK1
FAS,FADD
FASLG,FADD
IKBKG,FADD
FADD,IRAK1
FADD,MYD88
FADD,NACA
FADD,PEA15
PRKCZ,FADD
FADD,RAP1A
FADD,RIPK1
FADD,STAT1
FADD,TNFRSF1A
TNFSF10,FADD
TRADD,FADD
TRAF2,FADD
XPO1,FADD
SNAP23,CFTR
SNAP23,ITSN1
SNAP23,KIF5B
SNAP23,PRKCA
SNAP23,STX11
SNAP23,STX1A
SNAP23,STX3
SNAP23,STX4
SNAP23,STXBP2
SNAP23,SYBL1
SNAP23,VAMP1
SNAP23,VAMP2
SNAP23,VAMP8
NSF,NAPG
NAPA,BNIP1
NSF,NAPA
SLC2A4,NAPA
SNAP23,NAPA
STX1A,NAPA
STX4,NAPA
STX5,NAPA
STX7,NAPA
TRPC3,NAPA
NAPA,VAMP8
MPDZ,ABCA1
MPDZ,CAMK2A
MPDZ,CLDN5
CSPG4,MPDZ
MPDZ,DRD3
MPDZ,HTR2C
KIT,MPDZ
MPDZ,RNF5
TRAF1,TNFRSF18
TRAF2,TNFRSF18
TRAF3,TNFRSF18
MATN1,MATN4
MATN2,MATN4
MATN3,MATN4
RGS9,GNAT1
RGS9,GUCY2D
GAS1,DLK1
GRN,DLK1
CHD3,FBP2
CBL,TNFRSF11A
CBLB,TNFRSF11A
FHL2,TNFRSF11A
MAP3K7,TNFRSF11A
SRC,TNFRSF11A
TNFRSF11A,TNFSF11
TRAF1,TNFRSF11A
TRAF2,TNFRSF11A
TRAF3,TNFRSF11A
TRAF5,TNFRSF11A
TRAF6,TNFRSF11A
TNFSF10,TNFRSF10D
APOA1,TNFRSF10C
RAP1A,TNFRSF10C
SLC25A6,TNFRSF10C
TNFSF10,TNFRSF10C
TP53,TNFRSF10C
CASP8,TNFRSF10B
FADD,TNFRSF10B
MADD,TNFRSF10B
PRKCD,TNFRSF10B
RARA,TNFRSF10B
RIPK1,TNFRSF10B
TNFRSF10D,TNFRSF10B
TNFSF10,TNFRSF10B
TP53,TNFRSF10B
TRADD,TNFRSF10B
BTK,TNFRSF10A
CASP8,TNFRSF10A
TNFRSF10A,CD4
TNFRSF10A,COL2A1
TNFRSF10A,DAP3
FADD,TNFRSF10A
TNFRSF10A,MADD
RIPK1,TNFRSF10A
TNFRSF10A,TNFRSF10B
TNFRSF10A,TNFRSF10D
TNFSF10,TNFRSF10A
TRADD,TNFRSF10A
PEX19,PEX11B
ACTN2,ACTA2
PEX19,PEX11A
GPR143,SUCLG2
SLC2A4,SUCLG2
SLC2A4,SUCLG1
SUCLG2,SUCLG1
ALAS2,SUCLA2
SLC2A4,SUCLA2
SUCLG1,SUCLA2
CAPN1,CREG1
IGF2R,CREG1
RB1,CREG1
RBL1,CREG1
RBL2,CREG1
TBP,CREG1
AR,TRIM24
ESR1,TRIM24
TRIM24,ESR2
TRIM24,GTF2E1
TRIM24,HNF4A
TRIM24,HSPA1A
TRIM24,NR2F2
NR3C1,TRIM24
TRIM24,NR3C2
TRIM24,PGR
TRIM24,PML
RARA,TRIM24
RXRA,TRIM24
SUMO1,TRIM24
TRIM24,TAF11
TRIM24,TAF7
TRIM24,THRA
TRIM24,VDR
TRIM24,ZNF10
CD48,IL18RAP
IL18,IL18RAP
IL18,IL1RL2
CD48,IL18R1
IL18,IL18R1
IL1RAP,IL18R1
ACTA1,CCIN
GNAQ,GALR2
ATXN1,CCNK
CCNT1,CCNK
CDK2,CCNK
CDK9,CCNK
CCNK,DVL3
CCNK,FKBP6
CCNK,PCTK3
POLR2A,CCNK
CCNK,STX11
SLC2A4,DPM1
ZBTB16,DPM1
TGFBR1,CDKL1
EMD,BANF1
TMPO,BANF1
FGFR1,FGF18
FGFR2,FGF18
FGFR3,FGF18
FGFR4,FGF18
DPM2,DPM1
HLA-DMB,DPM2
DPM2,PIGA
PIGC,DPM2
DPM2,PIGH
HD,SAP30
HDAC1,SAP30
HDAC2,SAP30
SAP30,HIST1H2AL
SAP30,HIST2H2BE
SAP30,HIST3H3
ING1,SAP30
SAP30,MXD1
RBBP4,SAP30
RBBP7,SAP30
RBP1,SAP30
YY1,SAP30
PROP1,HESX1
FGFR1,FGF17
FGFR2,FGF17
FGFR3,FGF17
FGFR4,FGF17
LIN7A,CASK
DLG2,LIN7A
DLG3,LIN7A
DLG4,LIN7A
GRIN2B,LIN7A
LIN7A,KCNJ12
LIN7A,SLC6A12
ACTA1,IQGAP1
APC,IQGAP1
CALM1,IQGAP1
CDC42,IQGAP1
CDH1,IQGAP1
CTNNB1,IQGAP1
IQGAP1,CYBB
GRB2,IQGAP1
IKBKB,IQGAP1
KDR,IQGAP1
MAP3K3,IQGAP1
MAPK1,IQGAP1
NFKB2,IQGAP1
NFKBIB,IQGAP1
IQGAP1,NPHS1
PRKACA,IQGAP1
RAC1,IQGAP1
IQGAP1,RSN
S100B,IQGAP1
SLC2A4,IQGAP1
STAU1,IQGAP1
NRP2,FLT1
NRP2,PGF
SEMA3B,NRP2
NRP2,SEMA3F
NRP2,VEGF
NRP1,FGF1
NRP1,FGF2
NRP1,FGF4
NRP1,FGF7
FGFR1,NRP1
NRP1,FLT1
NRP1,HGF
NRP1,KDR
NRP1,NRP2
NRP1,PGF
NRP1,PLXNA1
NRP1,SEMA3B
NRP1,SEMA3F
NRP1,VEGF
NRP1,VEGFB
CAMK2A,SYNGAP1
DLG3,SYNGAP1
DLG4,SYNGAP1
GRIN1,SYNGAP1
GRIN2B,SYNGAP1
GRIN2D,SYNGAP1
KDR,SYNGAP1
MPDZ,SYNGAP1
PDGFRB,SYNGAP1
TRIP6,SYNGAP1
ULK1,SYNGAP1
SH2D1A,CD84
TMEM11,BNIP3
BNIP3L,TMEM11
EPOR,SOCS2
GHR,SOCS2
IGF1R,SOCS2
INSR,SOCS2
PRLR,SOCS2
PTK2,SOCS2
BCL2L1,CFLAR
CASP10,CFLAR
CASP2,CFLAR
CASP3,CFLAR
CASP6,CFLAR
CASP7,CFLAR
CASP8,CFLAR
DAXX,CFLAR
FADD,CFLAR
IKBKB,CFLAR
NFKB1,CFLAR
PSEN2,CFLAR
RAF1,CFLAR
RIPK1,CFLAR
RIPK2,CFLAR
CFLAR,TNFRSF10B
TRAF1,CFLAR
TRAF2,CFLAR
IGF1R,WISP2
IGF2R,WISP2
BGN,WISP1
DCN,WISP1
HDAC3,ARID4A
BCL3,HDAC3
HDAC3,BIRC3
HDAC3,CBFA2T3
HDAC3,CCND1
HDAC3,CORO2A
HDAC3,CREBBP
HDAC3,CSNK2A1
HDAC3,DAXX
HDAC3,EED
HDAC3,ETV6
GATA2,HDAC3
GCM1,HDAC3
HDAC3,GPS2
HDAC3,GTF2I
HDAC3,HDAC1
HDAC3,HSPA4
HSPA8,HDAC3
HDAC3,IL8
HDAC3,JUN
HDAC3,KLF6
HDAC3,MAPK11
HDAC3,MBD1
HDAC3,NFKBIA
HDAC3,NR2C1
HDAC3,NRIP1
HDAC3,PCYT1A
HDAC3,PML
HDAC3,PPARD
HDAC3,PPARG
HDAC3,PPP4C
HDAC3,RB1
HDAC3,RBBP4
HDAC3,RELA
HDAC3,RUNX1T1
RUNX2,HDAC3
HDAC3,SMARCA4
HDAC3,STAT3
HDAC3,SUV39H1
HDAC3,TBL1X
HDAC3,THRB
HDAC3,TNFRSF14
HDAC3,TNFSF10
HDAC3,XPO1
HDAC3,YY1
BRAP,KSR1
GNG10,KSR1
APLP1,TSC22D1
TSC22D1,ASAH1
TSC22D1,MAP3K12
TSC22D1,RGS1
PCAF,ALB
AR,PCAF
BRCA2,PCAF
CCND1,PCAF
PCAF,CDC25B
PCAF,CIITA
CREBBP,PCAF
CTBP1,PCAF
PCAF,CUTL1
EP300,PCAF
PCAF,ETV1
PCAF,EVI1
H3F3A,PCAF
PCAF,HMGN2
PCAF,ING1
PCAF,IRF1
PCAF,IRF2
PCAF,IRF7
MDM2,PCAF
MYOD1,PCAF
NAP1L1,PCAF
PCAF,NAP1L2
NCOA1,PCAF
NCOA3,PCAF
PCAF,NCOA4
PCAF,NOTCH1
PCAF,NOTCH3
PCAF,NPAS2
NR4A1,PCAF
NRIP1,PCAF
PCAF,ONECUT1
PGR,PCAF
RARA,PCAF
RB1,PCAF
PCAF,RBPSUH
RELA,PCAF
SMAD1,PCAF
SMAD2,PCAF
SMAD3,PCAF
PCAF,TAL1
PCAF,TCF1
PCAF,TCF3
TP53,PCAF
PCAF,TTF1
PCAF,TWIST1
ACTN1,CDK5R1
AMPH,CDK5R1
CAMK2A,CDK5R1
CAPN1,CDK5R1
CDK5R1,CAPN2
CDK5,CDK5R1
CDK9,CDK5R1
CTNNB1,CDK5R1
MAPT,CDK5R1
PAK1,CDK5R1
CDK5R1,PCTK1
CDK5R1,SET
CDK5R1,STXBP1
PRKAR1A,AKAP4
PRKAR2B,AKAP4
ARF1,DDEF2
DDEF2,ARF5
ARF6,DDEF2
DDEF2,ITSN1
PTK2B,DDEF2
PXN,DDEF2
RAN,DDEF2
NCOA1,NR1I2
POU1F1,NR1I2
RXRA,NR1I2
RXRB,NR1I2
F2,PROZ
STK19,POLE
STK19,POLR2G
STK19,SLC29A1
STK19,SP3
CCK,CCKAR
ATXN1,LDB1
LDB1,ISL1
LHX3,LDB1
LDB1,LMO1
LMO2,LDB1
LDB1,LMO4
LDB1,LMX1A
LDB1,LMX1B
LDB1,SSBP1
ARNTL,PER3
CRY1,PER3
CRY2,PER3
CSNK1D,PER3
CSNK1E,PER3
PER1,PER3
SP1,PER3
CRY1,PER2
CRY2,PER2
CSNK1D,PER2
CSNK1E,PER2
PER1,PER2
PER3,PER2
AMPH,SYNJ1
BIN1,SYNJ1
CDK5,SYNJ1
EPHB2,SYNJ1
EPS15,SYNJ1
GRB2,SYNJ1
SYNJ1,ITSN1
PPP3CA,SYNJ1
SH3GL1,SYNJ1
SH3GL2,SYNJ1
SH3GL3,SYNJ1
SORBS2,SYNJ1
CCK,CCKBR
CCKBR,CCKAR
BAT3,IER3
CAMLG,IER3
MAPK1,IER3
MAPK3,IER3
MCL1,IER3
TNFSF10,IER3
GRB2,SYNJ2
NCK1,SYNJ2
RAC1,SYNJ2
CBLB,ARHGEF7
CDC42,ARHGEF7
NCK1,ARHGEF7
PAK1,ARHGEF7
PAK2,ARHGEF7
ARHGEF7,PAK3
PXN,ARHGEF7
ARHGEF7,RAC1
SMAD1,ARHGEF7
SMAD2,ARHGEF7
SMAD3,ARHGEF7
SMAD4,ARHGEF7
TGFBR2,ARHGEF7
YWHAG,ARHGEF7
ITGB2,VNN2
CTSB,SPHK1
TRAF2,SPHK1
ACVR1,SQSTM1
BMPR1B,SQSTM1
SQSTM1,ERCC2
SQSTM1,GABRR1
SQSTM1,GABRR2
SQSTM1,GRB14
IRAK1,SQSTM1
SQSTM1,KCNAB2
LCK,SQSTM1
MAP2K5,SQSTM1
SQSTM1,NR2F2
NTRK1,SQSTM1
NTRK2,SQSTM1
SQSTM1,NTRK3
PRKCI,SQSTM1
PRKCZ,SQSTM1
SQSTM1,PTPRJ
SQSTM1,RAD23A
RIPK1,SQSTM1
SMAD1,SQSTM1
SMAD2,SQSTM1
SMAD3,SQSTM1
SMAD4,SQSTM1
SQSTM1,SNCA
TGFBR1,SQSTM1
TRAF6,SQSTM1
SQSTM1,TTN
UBA52,SQSTM1
UBB,SQSTM1
UBC,SQSTM1
CCNH,FUBP1
CHD3,FUBP1
CRMP1,FUBP1
FUBP1,GTF2H1
FUBP1,JTV1
FUBP1,KHSRP
MYC,FUBP1
MYOC,FUBP1
SMN1,FUBP1
TLE1,FUBP1
VIM,FUBP1
BUB1B,CDC16
CDC20,CDC16
CDC27,CDC16
MAD2L1,CDC16
PPP5C,CDC16
SKIL,CDC16
SMAD2,CDC16
SMAD3,CDC16
EEF1A1,ZNF259
EGFR,ZNF259
APP,APPBP1
NEDD8,APPBP1
TP53BP2,APPBP1
DDX18,CRMP1
ARHGAP1,TAX1BP1
TNFAIP3,TAX1BP1
TRAF6,TAX1BP1
MCM3AP,CELSR3
CRMP1,MCM3AP
MCM3,MCM3AP
EIF2B1,EIF2B4
EIF2S1,EIF2B4
EGFR,EIF2B3
EIF2B1,EIF2B3
EIF2B3,EIF2B4
NDUFB8,EIF2B3
STC2,EIF2B3
CCT3,EIF2B2
EIF2B1,EIF2B2
EIF2B3,EIF2B2
EIF2B4,EIF2B2
EIF2S1,EIF2B2
NCK1,EIF2B2
CSNK1A1,EIF2B5
CSNK2A1,EIF2B5
CSNK2A2,EIF2B5
EIF2B1,EIF2B5
EIF2B2,EIF2B5
EIF2B3,EIF2B5
EIF2B4,EIF2B5
GSK3A,EIF2B5
GSK3B,EIF2B5
APLP1,EIF2S2
CRMP1,EIF2S2
CSNK2A1,EIF2S2
CSNK2B,EIF2S2
EIF2B1,EIF2S2
EIF2S2,EIF2B4
EIF2S2,EIF2B5
EIF2S1,EIF2S2
EIF2S3,EIF2S2
EIF5,EIF2S2
NCK1,EIF2S2
PRKDC,EIF2S2
SLC2A4,EIF2S2
TLE1,EIF2S2
TP53,EIF2S2
ZBTB16,EIF2S2
QARS,CPNE3
NEFL,MTMR2
SBF1,MTMR2
PRPF4B,PNN
SFRS1,PRPF4B
YWHAG,PRPF4B
ACTN2,ACTN3
ACTN4,ACTN3
BRCA1,CCNA2
CCNA2,BTG1
BRCA1,CCNA1
CDC2,CCNA1
CDC25A,CCNA1
CDK2,CCNA1
CDKN1A,CCNA1
CDKN1B,CCNA1
CCNA1,E2F1
CCNA1,GPS2
CCNA1,HIST1H1A
CCNA1,MCM4
CCNA1,MCM6
CCNA1,MYBL2
CCNA1,ORC1L
CCNA1,ORC2L
RB1,CCNA1
CCNA1,RBL1
CCNA1,RBL2
CCNA1,RBM4
CCNA1,XRCC6
CPNE1,ACTB
CPNE1,MAP2K1
CPNE1,PPP5C
CPNE1,RDX
CPNE1,SKIL
CPNE1,SPTBN1
AP1G1,AP1S2
AP1S1,AP1G2
AP1G2,AP1S2
AP1M1,AP2B1
AP1M1,CTLA4
AP1M1,DCX
AP1M1,DVL2
AP1M1,GAK
AP1M1,HNRPC
AP1M1,LAMP1
AP1M1,MTF1
AP1M1,PIGR
AP1M1,SELP
SLC2A4,AP1M1
AP1M1,VAMP4
GYG1,GYG2
GYS1,GYG2
BRCA1,CCNB1
KCNMA1,CACNA1H
CRY1,TIMELESS
PER1,TIMELESS
TIMELESS,PER2
CASP9,BCL10
CHUK,BCL10
IKBKG,BCL10
MAP3K7,BCL10
RIPK2,BCL10
BCL10,TLR4
BCL10,TNFRSF10A
TRADD,BCL10
TRAF2,BCL10
BCL10,UBE2N
BCL10,UBE2V2
UBA52,HERC3
UBC,HERC3
EP300,HERC1
ARL4D,SNURF
SH3GL3,SNURF
TP53,SNURF
CAST,BSN
FOXH1,FOXG1A
FOXH1,FOXG1B
FOXH1,NKX2-5
SMAD2,FOXH1
SMAD3,FOXH1
SMAD4,FOXH1
CSNK2B,MBD4
FADD,MBD4
MLH1,MBD4
CREBBP,MBD2
DHX9,MBD2
DNMT1,MBD2
HDAC1,MBD2
HDAC2,MBD2
RBBP4,MBD2
FYB,SKAP2
FYN,SKAP2
HCK,SKAP2
LYN,SKAP2
TGFBR1,SKAP2
ABL1,WASF1
WASF1,ACTB
WASF1,ACTG1
WASF1,BAD
WASF1,CDC42
WASF1,FYN
WASF1,GRB2
WASF1,MTTP
NCF1C,WASF1
NCK1,WASF1
WASF1,PFN1
WASF1,PRKAR2A
WASF1,RAC1
BAI1,BAIAP3
BCL6,CCND2
TOP3B,C1QBP
TOP3B,CENPF
TOP3B,GRN
